year,measure,value
2021,95% confidence interval upper bound,72.04751146261785
2022,95% confidence interval upper bound,76.37156811259653
2023,95% confidence interval upper bound,75.69531812714064
1987,95% confidence interval lower bound,37.851468171166005
1988,95% confidence interval lower bound,56.13563945021996
1989,95% confidence interval lower bound,58.76015037957991
1990,95% confidence interval lower bound,62.40346657944307
1991,95% confidence interval lower bound,60.06307246795235
1992,95% confidence interval lower bound,58.987302225330126
1993,95% confidence interval lower bound,55.97800857442023
1994,95% confidence interval lower bound,63.92026636896591
1995,95% confidence interval lower bound,64.42306536876629
1996,95% confidence interval lower bound,61.52117637414525
1997,95% confidence interval lower bound,61.501719292360114
1998,95% confidence interval lower bound,62.59225265499145
1999,95% confidence interval lower bound,67.72677959469527
2000,95% confidence interval lower bound,63.30314877786488
2001,95% confidence interval lower bound,62.37133054980212
2002,95% confidence interval lower bound,63.6069563731242
2003,95% confidence interval lower bound,69.56618619066255
2004,95% confidence interval lower bound,69.02821040177628
2005,95% confidence interval lower bound,66.14546450359279
2006,95% confidence interval lower bound,69.79451619017013
2007,95% confidence interval lower bound,64.1860420531437
2008,95% confidence interval lower bound,65.39652459806774
2009,95% confidence interval lower bound,63.065091814444045
2010,95% confidence interval lower bound,62.58188452171176
2011,95% confidence interval lower bound,63.59411058414235
2012,95% confidence interval lower bound,61.409110057127286
2013,95% confidence interval lower bound,64.77612589224661
2014,95% confidence interval lower bound,65.57531743274902
2015,95% confidence interval lower bound,67.80029496535185
2016,95% confidence interval lower bound,64.00150028103332
2017,95% confidence interval lower bound,65.65981024927208
2018,95% confidence interval lower bound,69.93974708679332
2019,95% confidence interval lower bound,69.07477307815655
2020,95% confidence interval lower bound,70.18354269840957
2021,95% confidence interval lower bound,68.61250645337756
2022,95% confidence interval lower bound,72.23977196802046
2023,95% confidence interval lower bound,70.97323086161117
